time,speaker,talk
1701,New student,Cool.
1702,Teacher,"So now, all you guys have to do-"
1705,New student,Answer the questions.
1706,Teacher,Is to answer these questions. Okay? The best you can.
1709,New student,On this piece of paper?
1711,Teacher,"On your piece of paper, okay?"
1712,Single student,Okay.
1712,Teacher,On your own piece of paper.
1713,Single student,Okay.
1716,Teacher,"All right, how we doing here, guys?"
1717,New student,I don't know (inaudible).
1720,Teacher,What's the ruler for?
1721,Single student,Oh.
1723,Teacher,Look at this. Just from now on make sure- straighten out these lines and keep going.
1729,Single student,All right.
1730,Single student,Yeah.
1730,Teacher,And are you labeling? That's number one-
1733,Single student,No that's number three. I forgot to do number two.
1733,Teacher,Number two.
1735,Teacher,"Okay, wait a minute. Number three is concerning me. You ready?"
1738,Single student,Yeah.
1739,Teacher,"Let's try this again real quick. All right. It's three X plus seven, right?"
1743,Single student,Yeah.
1744,Teacher,"So when I put in- Let's- let's just start with zero. When I put in zero, what's three times zero?"
1748,Single student,Zero.
1749,Teacher,Plus seven is?
1750,Single student,Seven.
1751,Teacher,Why did you put negative seven? What's zero plus seven?
1755,Single student,Well I started- Oh.
1757,Teacher,"Chris, let me take a look at your table for three."
1760,Teacher,"How come you're not standing up to Raymond here and saying, hey man, look I got the right answers."
1767,Teacher,"All right, your table is correct. You've got to believe in yourself. All right?"
1768,New student,I didn't know it was right.
1770,Teacher,You guys gotta start working better together and comparing answers. All right?
1776,Teacher,"Ben, I'm worried about you man. What are we doing here."
1778,Teacher,Put away the book.
1779,New student,Okay.
1780,Teacher,"And Chris, you need to work with your normal partner here a little bit better. And compare answers."
1787,Teacher,"So I mean, if you would have compared answers, guys, you would have seen on this table here, right-"
1794,Teacher,"That, hey! Someone must be making a mistake because we're getting different answers here, right?"
1797,New student,Mm hm.
1799,Teacher,"So, either correct yours, or if you want, you can trust Chris. I would trust Chris- Chris' to be honest."
1806,Single student,All right.
1807,Teacher,Okay.
1808,New student,I used twos... (inaudible) threes.
1810,Teacher,Right. Now did you have to go by twos?
1812,Single student,I- I don't- did I?
1815,Teacher,Well wait a minute. Isn't this just a regular number three?
1818,New student,Yeah.
1819,New student,Yeah.
1820,Teacher,"So on these kind, I always told you just use, like, zero, one and two, right?"
1823,Teacher,You didn't have to go by multiples or anything because there's no fraction to divide by. You see?
1829,Teacher,"All right guys, let's see what we can do here."
1831,New student,"Mr. Ormsby? All right, never mind."
1835,Teacher,Okay. Can I interrupt the whole class? Shh.
1840,Teacher,Okay.
1841,New student,I guess.
1842,Teacher,"Five, four, three, two, one, zero. Shh. Now please listen. Okay?"
1847,Teacher,The thing is I- I have to be honest.
1851,Teacher,"I'm getting a little- a little worried, maybe a little frustrated here, just because I could see that some of you have some serious weaknesses."
1859,Teacher,"Yet, you have people either across from you or right next to you, your own partner that seems most of the time,"
1868,Teacher,"have the right answers, yet you're not even asking them."
1872,Teacher,"So, guys, I ask you, starting right now, is check your work with your partner's work. Work together."
1879,Teacher,"All right, this is not an individual kind of assignment here. Does everything I say make sense so far?"
1885,New student,Yes Mr. Ormsby.
1886,Teacher,Okay. Now let me just give you a heads up. We've got roughly what? Twelve minutes left in class?
1894,New student,"Um, (inaudible)."
1894,Teacher,Okay. I want you to keep doing what you're doing. If for whatever reason you actually get to the last page-
1901,New student,"Yeah, we are at there."
1902,Teacher,"And you- you've answered these questions to the best of your ability- Now obviously today we have no time to discuss it, okay."
1908,Teacher,"We're going to pick up- we're going to pick this up again on Monday, but if you happen to ask these questions-"
1913,New student,Monday?
1916,Teacher,"Yeah, we're back on Monday, right?"
1918,New student,Yeah.
1919,Teacher,"When we- when we- after you answer these questions, if you get that far, please make sure you do this ""quickwrite""."
1928,Teacher,All right. Which simply means all I want you to do is be honest with yourself and with me and just sit there for the remaining time.
1935,Teacher,"Write a minimum of two paragraphs, okay, on what we've learned today. What you've actually learned today. Okay?"
1945,Teacher,"Those of you that aren't at this stage, don't worry about it yet."
1948,Teacher,"At about, let's say, four or five minutes, I'm going to make all of you do it anyways."
1952,New student,"You're so generous, Mr. Ormsby."
1953,Teacher,So please keep working wherever you are. I'm still walking around.
1958,Teacher,Yeah?
1959,New student,(inaudible)
1961,Teacher,Don't worry about that until Monday. We'll catch up on Monday. All right. Let's focus on this.
1963,New student,We got done and we (inaudible) like- where's the paper at?
1967,New student,Right there.
1968,Teacher,"All right, Ashley?"
1970,New student,"Yeah, um- Okay, I don't get these two."
1975,Teacher,All right. Does anyone in this group-
1977,Two or more students,No.
1978,Teacher,Understand what to do here?
1979,New student,"No. Because, like, there's different numbers. Which one would we use?"
1981,Teacher,Okay. All right. Okay. Now you want to use slope and Y intercept or do you want to make tables?
1988,Single student,Tables.
1989,Teacher,"Seems like tables are the way to go here, right?"
1991,Single student,Yeah.
1991,Teacher,"So let's- let's go there, all right? First of all, Ashley, that's a negative five-thirds, isn't it?"
1997,New student,Oh.
1998,New student,Wait- No- the fastest-
1999,Teacher,"Okay. So now, if I plug in zero, guys- Brandon, watch. If I plug in zero, what's negative five-thirds times zero?"
2008,Single student,Zero.
2009,Teacher,Plus eight is?
2010,Single student,Eight.
2011,Teacher,All right. That was easy.
2013,Single student,But I don't know what to use. Like threes?
2015,Teacher,You would use threes. Try three and six. Okay?
2020,New student,My stomach's hurting. Can I get a drink of water?
2023,Teacher,"Sir, no. You have to stay here. All right? So- all right, let's try three. Nick, Jessie, you ready?"
2029,New student,Two- 10.
2030,Teacher,"If I put in a three there, okay-"
2034,Single student,"It's going to be five, right?"
2035,Teacher,You're going to get negative five because the negative plus eight. What's negative five plus eight?
2040,Single student,Negative- Oh yeah.
2042,Teacher,Positive three.
2043,Single student,"Wait, (inaudible) is negative two."
2044,New student,"Wait, is that how you do three?"
2045,Teacher,Well you wrote it upside down. That's okay. And then the next one is going to be what?
2049,New student,Negative two.
2050,Teacher,It's going to be negative two. You got it.
2052,Single student,Oh.
2053,Teacher,(inaudible) two.
2055,Single student,Oh no. I (inaudible).
2056,Teacher,"Okay, you haven't done- You did that in your head, huh?"
2057,Single student,Yeah.
2057,Teacher,Impressive.
2058,Single student,I always do my work in my head.
2059,Teacher,Okay. So don't let the negatives scare you. Just the same idea as the front.
2064,Teacher,"Just know that when you times, you've got to have a negative, right, in your problem. That's all."
2071,Single student,All right.
2073,Teacher,"Why do you keep getting out of your seat, Robert?"
2074,New student,"Well, I have to (inaudible)."
2075,Teacher,I'm coming to-
2076,Teacher,"Okay, I just kind of noticed out of the corner of my eye. So what's going on here, how we doing?"
2080,New student,Okay. We're doing fine.
2084,Teacher,Okay? So have I come by to check all 10 equations yet?
2089,Single student,"No not yet, we're just- We're on number 10."
2090,New student,Not all 10. Just the first five.
2091,New student,We're on number 10.
2092,Teacher,Okay. You are on number 10. You want me to wait until you get number 10 done?
2095,New student,Yeah.
2096,New student,Yeah.
2097,Teacher,Okay. All right.
2099,New student,"Why did I get it wrong- oh, I didn't write it."
2100,Teacher,"Ladies, you've been awful quiet over here. What's going on?"
2103,New student,"Well, because we've been waiting for you?"
2104,Teacher,"Okay, all right."
2105,New student,For like a century.
2107,Teacher,"So where are you stuck? Or if you're not stuck, what would like me- Do you want me to just check your answers then?"
2112,New student,Yeah.
2113,Teacher,Is that what you're saying?
2114,Single student,Yeah.
2115,Teacher,Okay. So- So I've already checked the first five? Yes or no?
2121,New student,No.
2122,New student,No.
2123,Teacher,"Oh, really?"
2124,Single student,"Well, because you've been over there, you know-"
2126,Teacher,"Yeah, I know. I've been pretty busy. All right, let's start with six through 10."
2129,New student,"Well, we're only on eight."
2130,Teacher,"So- Okay, so I'll do- I'll do the first eight, how's that?"
2133,Single student,First eight- Okay.
2136,Teacher,"All right. So I agree, that's plus 12. Wait a minute, which one are we doing? Number six."
2141,Teacher,"That's plus eight, right? Two, four, six, eight. Good."
2144,Teacher,"Now negative five-thirds would mean you come down five and you go over three, right? So that one's perfect."
2150,Teacher,Number seven. You would have started at negative one and because of the negative four slope you would have gone down four and over one.
2153,New student,Number three.
2158,Teacher,So that one is perfect.
2160,Single student,And number three?
2161,Teacher,"Okay. And number eight, I'm a little concerned. See how it's slanting up? See, eight's a negative one-third."
2168,New student,"Yeah, but that's a plus 12."
2169,Teacher,So are you ready? Well what does plus 12 mean? Up here. So erase number eight. Try number eight again. Okay?
2180,Single student,(inaudible)
2182,Teacher,"Okay. All right, wait a minute Jessica- All right, let me slow down, then. Because trust me, I'm sick and I'm also tired but we-"
2188,Teacher,"We can do this, all right. You ready?"
2191,New student,"Zero, three, and six is right, though, right?"
2193,Teacher,"Zero was 12. So why did you plot down here, when zero positive 12 is up there."
2198,Single student,"Oh, I made a mistake."
2202,Teacher,"Okay, let's look at the rest of your table."
2204,Single student,I put a negative.
2206,Teacher,"So three. All right, if I put a three here, DeCarlos, what's one-third of three?"
2212,New student,"Um, one."
2214,Teacher,"One, right? So that negative makes it a negative one plus 12, which was a positive- So you had these points exactly right."
2219,New student,I check- I put them backwards.
2220,Teacher,"So you put them down- you plotted wrong, basically, right?"
2223,Single student,Yeah.
2223,Teacher,All right.
2225,New student,Mr. Ormsby?
2227,Teacher,"Okay, all right. Yes? You're finally done, right?"
2230,New student,Yes.
2231,Teacher,Okay. If you don't mind I'll just take a quick glance. Spot-check a few of them because I'd like you to move on to the questions.
2239,New student,Okay.
2240,New student,All right.
2241,Teacher,Start answering the questions. Okay?
2242,Teacher,"And the ones I'm looking at right now, like for example, this one here this is number seven. That looks good."
2247,Teacher,"Number six, five over three, that looks perfect. Okay. Oh, let me see. You just finished 10, right?"
2255,New student,Mm hm.
2255,Teacher,And that one's also perfect. So I can safely say that you guys seem to know what you're doing. So now please answer these questions. All right?
2264,New student,That's a lot of questions.
2265,Teacher,"For example- Well, just go one by one. You're going to have more time on Monday anyway."
2268,Single student,All right.
2269,Teacher,"But on number one, what- what did you notice about the first five equations? When you graphed them what did you honestly notice about them all?"
2276,New student,They all had a slope.
2277,New student,They all went to the right.
2279,Teacher,They all went up and to the right.
2280,New student,Yeah.
2281,Teacher,They had a-
2282,Teacher,"That's why we always said they had a positive slope because the positive number in front of X, all right? Okay."
2283,New student,"Yeah, they were positive."
2289,Teacher,"All right, ladies and gentlemen. Shh. Listen up."
2294,Teacher,"Wherever you are- wherever you are, honestly guys, it really doesn't matter."
2300,Teacher,I really appreciate the effort you put in for me today. That's the important thing.
2304,Teacher,What I'd like you to do-
2308,Teacher,"What I'd like you to do now, whether you're done or not guys, I honestly hope that all of you have learned something today. Okay?"
2316,Teacher,"So I want everyone now, on their own piece of paper- I repeat, on your own piece of paper-"
2323,Teacher,Do this quickwrite for the remaining part of the class.
2327,New student,On that same piece of paper.
2328,Teacher,"And a few hints would be like, hey did you learn- did you understand?"
2332,Teacher,Did you understand something about slope maybe a little bit better?
2334,New student,Same paper?
2336,Teacher,Or Y intercepts.
2337,Single student,Same paper.
2338,Teacher,"Or maybe you got better at making tables. On the same piece of paper, yes sir. Any questions on that?"
2345,Teacher,"All right, quickwrite time guys. Let's get that done."
2350,New student,Can you check these?
2351,Teacher,What's this skull and bones stuff?
2353,New student,Don't know.
2354,New student,Nice drawing.
2355,Teacher,"Jeremy? Oh, you're waiting for me because we're done over here?"
2358,Single student,Yeah.
2359,New student,Yeah.
2360,Teacher,Let me- let me see wh- Let me see the answers.
2363,Single student,They're over here.
2364,New student,(inaudible)
2366,Teacher,"Okay. But where's your own work, Dell?"
2371,Single student,(inaudible)
2372,New student,I didn't know it was-
2373,Teacher,And right now what are you supposed to be doing?
2374,Single student,I was doing that. He was doing this.
2375,Teacher,"I understand, but right now what are you supposed to be doing?"
2377,New student,We were waiting for you.
2379,Teacher,"All right. Now that I'm here, what else could you be doing right now? What did I talk about on the board there?"
2383,Single student,This. Quickwrite.
2384,New student,The quickwrite.
2386,Teacher,"All right. See, I can see quickly you haven't even finished graphing these yet, so I want you to do the quickwrite right now."
2392,Teacher,And then I expect better results on Monday. I want you to finish this up on Monday. Fair enough? Okay Jeremy?
2400,New student,"Mr. Ormsby? Number six, it says, what do you notice about the intersection between-"
2405,Teacher,"Ah, see now it gets a little interesting. Show me your equation two."
2409,Single student,"Two is uh, down here."
2411,Teacher,"Show me your equation six. Now, one thing that hopefully you understand is- See a line-"
2418,Teacher,"Those arrows mean they go on- lines go on forever in both directions, right."
2421,Single student,Oh yeah.
2422,Teacher,So take your ruler... and let's ext- actually extend this line. Be very careful. Be precise.
2429,Teacher,Let's extend that line straight down. Okay. Go all the way down to there somewhere. There you go.
2440,Teacher,"Good. Good. Good. Good. Now, that's good enough because the idea is, I'm asking about what? The intersection."
2449,Teacher,An intersection is where two lines-
2451,Single student,Meet.
2452,New student,Meet.
2453,Teacher,"Meet or cross each other, right? Look where these two lines meet or cross. What do you notice about the angles there?"
2460,New student,It's a right angle.
2462,Teacher,"Well said. Right? So now in mathematics, this is something I haven't mentioned yet, that's also called perpendicular."
2470,Teacher,Have you guys heard about that before?
2471,Single student,Yeah.
2472,Teacher,"So these two lines, therefore you would say are? Perpendicular. They make right angles. Right?"
2479,Single student,Mm hm.
2481,New student,My pencil.
2485,New student,Hi Mr. Ormsby.
2486,New student,I screwed up on graph nine and-
2487,Teacher,Okay.
2489,New student,He's all-
2494,Teacher,Have you started your quickwrite yet Brittany?
2496,New student,"No, because I was doing the graphing and Nathan has all the answers, so I have to write down all the answers."
2501,Teacher,Right now I want you to stop what you're doing and let's just say one paragraph now. Just write as much as you can.
2509,Single student,I didn't learn anything.
2510,Teacher,All right.
2512,Teacher,You didn't learn- you didn't know how- learn how to make tables or understand slope or Y intercept or anything like that? Okay?
2534,New student,"I said (inaudible) graph, I'm not gonna do it because I got messed up on the, um-"
2536,New student,It looks nice. That looks nice.
2538,New student,On the-
2539,Teacher,How come you crumpled it up?
2540,New student,Because I messed up.
2541,Teacher,"Oh, so you got a new one?"
2542,Single student,Yeah.
2543,Teacher,So on Monday you're going to redo it.
2544,Single student,I'm- I'm just trying to-
2545,Teacher,Maybe even use a ruler to draw your coordinate system. Make it look professional.
2549,New student,Yeah.
2550,New student,Do it all the way down.
2551,New student,Over on your weekend.
2552,Teacher,Okay.
2555,New student,I'm not going to be here.
2556,Teacher,Okay.
2557,New student,"We're getting our work done here, look."
2560,Teacher,"Last time ladies and gentlemen. Five, four, three, two, one, zero."
2567,Teacher,Okay. Here's the deal.
2570,Teacher,"Because we're running short on time and since I'm going to follow up anyways on Monday, okay-"
2578,Teacher,"And we're actually going to have a little discussion about not just graphing but also what I wanted you to discover about these lines, all right."
2587,Teacher,Please make sure you put away all your work. Do not lose any of it.
2593,New student,Where are we-
2593,Teacher,Do not turn in anything today because you're going to need it all Monday.
2595,Single student,What do we do- What do we do with this?
2598,Teacher,Can I trust you- can your group trust you to fold that up and put it away somewhere?
2601,New student,Nope.
2602,New student,(inaudible) in your backpack.
2603,Teacher,All right.
2604,New student,What do we do with these?
2606,Teacher,Keep it until Monday. Okay?
2608,New student,"Keep it till Monday in your backpack because if I take it, I'm going to lose it."
2612,Teacher,Okay.
2613,New student,"Mr. Ormsby, I'm not going to be here all next weekend."
2617,Single student,"Or all next week, 'cause we're going up to Seattle for um, Thanksgiving."
2621,Teacher,Okay.
2622,Single student,And I'm gonna be (inaudible)-
2623,Teacher,"You're le- You're not even going to be here Monday, Tuesday or Wednesday?"
2625,Single student,"No, 'cause (inaudible)."
2626,New student,D-O-G.
2627,New student,D- Cat. C-A-T.
2630,Teacher,Okay.
2631,New student,"I will- I'll be back um, on the-"
2633,Teacher,Leave your work with another group member then.
2634,New student,"Hey, what do we do with this, Mr. Ormsby?"
2636,Teacher,"Leave that on the desk. That will be fine. Okay, hurry up and go guys. Have a good weekend."
2641,New student,You too.
2642,New student,"Wait, Mr. Ormsby. I'm taking off."
2647,New student,That was fun.
2648,Teacher,Did you have fun? Good.
2649,New student,No.
2651,New student,I had a blast.
2652,New student,But I actually learned something without goofing off.
