time,speaker,talk
2081,Teacher,The S is silent.
2082,Single student,It is in Iowa.
2084,Teacher,In your book or the plastic map?
2086,Single student,Plastic map.
2087,Teacher,Plastic map only.
2088,New student,Oh. 
2090,Teacher,How far did you get? 
2091,New student,I don't know where humidity goes.
2093,Teacher,Where what?
2094,Single student,Humidity goes. 
2095,Teacher,Humidity. Were you listening when I gave directions?
2097,Single student,(inaudible)
2100,Teacher,You weren't listening? It's showing right now. What did I say about humidity? Did you have to put humidity on it last week?
2108,Single student,Yeah.
2109,Teacher,Think for a minute. Did you remember putting any on that worksheet we did?
2116,Single student,Yeah.
2117,New student,Isn't it-
2118,Teacher,Humidity?
2119,New student,"Yeah. It goes right below temperature, doesn't it?"
2121,Teacher,Nnn-
2122,Single student,No? It goes-
2123,New student,Does it go below air pressure?
2125,Teacher,Dew point goes below air temperature. Humidity is not on your station model at all. Remember I said that?
2132,New student,Yeah. I got dew point underneath.
2135,Teacher,Ah. It's not on there at all. 
2137,Single student,Oh. Just pressure- what?
2139,Teacher,Humidity isn't on there at all. 
2142,Teacher,"There's no humidity on that station model. Because when you look at dew point, you should be able to tell what the humidity is like, right? "
2150,Teacher,"For instance, look at-"
2155,Teacher,is it New Orleans or Kansas City? Whose got a hundred percent humidity?
2162,New student,Denver.
2163,Teacher,Denver?
2164,New student,Not only Denver.
2165,Teacher,Okay. There's Denver. Okay. What's temperature in Denver?
2169,Single student,30-30.
2170,Teacher,What's dew point?
2171,Single student,30
2172,Teacher,So what does that tell you about the humidity?
2174,Single student,It's gonna rain.
2175,Teacher,What's the humidity?
2179,Single student,Hundred.
2180,Teacher,A hundred percent.
2182,Single student,It's gonna rain or snow.
2183,Teacher,"It's- and it is doing that, right? Right."
2187,Single student,Or it's gonna- I don't know.
2196,Teacher,"I will eliminate the ability to talk to your neighbors with- for the worksheet, if we're gonna talk about other things. "
2204,New student,"Is your phone- it says- like I don't know if it //says ""message for you."""
2207,Teacher,//Message for you. I know. Somebody called me last week and left me a message. I never answered it. 
2214,Teacher,"Okay? Do you get it now, Stuart? No humidity because you can tell the humidity by the dew point. How are you doing?"
2221,New student,Okay.
2222,Teacher,"Now, these all have to go a certain way."
2225,Single student,Right.
2226,Teacher,This one I can't tell- oh. Okay. There it is. Your direction for wind.
2231,Single student,Oh.
2240,New student,What are the cloudies again? I forgot.
2243,Teacher,The cloudies?
2244,Single student,"Yes. Now, I know this is clear."
2247,Teacher,Okay. 
2248,Single student,And I say-
2250,Teacher,What one is this one? 
2251,Single student,I say cloudy.
2254,Teacher,Okay. But you've got some sun there. Is it completely cloudy?
2259,Single student,"No. It's just cloudy. Mostly cloudy is completely cloudy, right? The same thing?"
2266,Teacher,Mostly cloudy means there must be some- a little bit of sun.
2270,Single student,All right.
2271,Teacher,So what have you got there? 
2272,Single student,Mostly cloudy.
2273,Teacher,A little bit of sun. Right. You want it all the way cloudy so what are you going to do?
2276,Single student,Fill it in?
2277,Teacher,Right.
2279,Single student,"All right. So whole circle, that's cloudy."
2284,Teacher,Uh-huh.
2285,Single student,"And then half is partly cloudy, right?"
2289,Teacher,Yes. 
2294,Single student,"And then... cloudy, partly cloudy, and then mostly cloudy is 75%. "
2303,Teacher,Yep. 
2309,Teacher,That's right. You know what it is. You're the only one that has to look at it. So then what is going to be mostly sunny?
2321,Single student,This?
2322,New student,A quarter. 
2323,Teacher,That's clear. That's completely sunny.
2327,New student,Completely sunny?
2328,Teacher,"If you've got partly cloudy here, what's mostly sunny gonna look like? "
2334,Teacher,"Mostly clear except a little bit of clouds. Right. Right, right, right. Yep. Yep. There you go. You got it. "
2345,Teacher,"You sigh like you're in pain, Todd. Is this hurting?"
2354,Teacher,"Come on, you're not gonna make me stand here the whole time, are you?"
2357,New student,No. 
2358,Teacher,"Okay. Then stay on task, okay?"
2359,New student,Where is Kansas City at?
2361,New student,I'm trying to calm her down.
2363,New student,I've got energy because he won't let me talk all day.
2365,Teacher,"Okay. A very good question, Jennifer. That was the other one I hadn't answered. Listen, please. "
2370,Teacher,One of those has a variable direction which means you're not gonna have an arrow shooting into that circle because they're all over the place. 
2378,Teacher,"If you don't have the arrow shooting into the circle, then you can't put the what? Five miles per hour?"
2382,New student,Yeah.
2383,Teacher,"Okay. So put the line on there anywhere. Because if it's variable, it's changing a whole lot. "
2388,Teacher,"So just put it anywhere, and then put the five-mile-an-hour line on there. There's another one, though, that says variable-"
2396,Teacher,Speed.
2397,Teacher,"speed, so put the arrow for the wind direction and then put a V at the end of it, okay? "
2404,Teacher,Because you can't say. It's probably anywhere from three to 15 miles an hour. 
2410,Teacher,Okay? Get it?
2412,New student,Yeah.
2413,Teacher,Okay. Does that help? Okay.
2424,New student,"Okay, with that line stuff with the- with the-"
2431,New student,The calm wind chill?
2432,New student,Yeah. The wind speed.
2433,Teacher,Uh-huh.
2434,Single student,The lines with the five and the 10. How are we supposed to know-
2438,Teacher,Nine is closer to what? Nine or- I mean 10 or five?
2442,Single student,It would be ten.
2443,Teacher,Okay. So use the 10.
2445,Single student,Okay.
2446,Teacher,Okay? And even when you get to the 12- that's halfway between the 10 and the 15- you'll pick.
2453,Single student,Okay.
2454,Teacher,Okay? You can either pick one 10 mile an hour or the 10 mile and five mile.
2458,New student,"What about the ""calm?"" What do you do? Do you just- "
2460,Teacher,Calm you don't put any //line at all.
2461,Single student,//Okay.
2462,Teacher,"There's no line because there's no direction, there's no nothing, okay?"
2465,New student,"Oh. Uh, and another thing. What if you have like three? Do you put like different-"
2471,Teacher,You shouldn't have two on there. It's one or the other. What is that? New York?
2475,Single student,"Yes, New York."
2476,Teacher,Nine-mile-an-hour wind out of the northeast. Which direction is the northeast?
2482,Single student,Up here.
2483,Teacher,"Yeah. So erase that one you've got on the bottom, and then don't forget to put your 10-mile-an-hour line on there. "
2491,Teacher,Okay. 
2498,Teacher,All right. How many of you guys got done here? We only have like 15 minutes. How many have you got gone?
2507,New student,I'm on my first one.
2508,Teacher,On your what?
2509,Single student,My first one.
2510,Teacher,Hannah! Oh. You found all your cities first?
2513,Single student,Yeah. 
2516,New student,I'm like halfway done. 
2520,Teacher,You're halfway done? 
2521,Single student,Yep. 
2522,New student,"What would- mostly cloudy is that, right?"
2524,Teacher,Uh-huh.
2525,Single student,And partly- partly cloudy is half?
2528,Teacher,Uh-huh.
2530,Single student,"And then ""mostly"" is just like 75%?"
2532,Teacher,//Uh-huh.
2533,Single student,//What would the 25% be?
2534,Teacher,What do you think? What is it mostly of if only a quarter of it is dark? 
2538,Single student,Mostly clear.
2539,Teacher,Mostly clear or mostly sunny.
2541,New student,It goes like that.
2542,Teacher,You don't have any on there. 
2543,New student,Oh. 
2544,Teacher,Unfortunately it was a cloudy day all the way around the country.
2548,New student,Like light green air is light rain?
2551,Teacher,Yeah.
2552,Single student,Okay.
2553,Teacher,"Yeah. If you use the- when you use the colored pencils, if they're dull, just use the hand sharpeners please. Don't use the power sharpeners,"
2562,Teacher,"because they chew it up, eat them away. "
2564,New student,That's just (inaudible).
2566,Teacher,Yeah. 
2568,Teacher,"Yeah they drew their hand today, in art. They didn't-"
2574,New student,We had to draw it upside down. 
2575,Teacher,You had to do your hand. Remember you had to do your hand?
2579,Single student,"Yeah, but we had to draw upside down."
2580,Teacher,They haven't got there yet.
2583,Single student,Can I go back there?
2584,Teacher,Don't push too hard.
2585,New student,"Oh, man, it hurts."
2586,Teacher,What are you in now?
2588,New student,I'm in... a reading thing.
2592,Teacher,"Oh, (inaudible). No, you can't come back to art. Sorry."
2603,New student,Creepy.
2606,New student,It's creepy.
2607,Teacher,What's creepy?
2608,New student,My cousin-
2611,Teacher,What?
2612,New student,Her cousin has a crush on him.
2614,New student,No. She used to.
2615,Teacher,Whose cousin?
2617,Single student,My cousin used to.
2618,Teacher,Your cousin has a- had a //crush on you?
2619,Single student,"//She used to. Yeah, that's why she creeps me out."
2622,Teacher,"Oh. Not Lydia, your cousin?"
2624,Single student,Yes.
2626,Teacher,Oh.
2627,Single student,I'm afraid of her.
2628,New student,Oh. 
2628,New student,She's strong.
2629,New student,She really scares me. 
2630,New student,I don't like my cousin; I like my cousin's friends. 
2635,Single student,My cousin scares me. I don't like him. I like my cousin's friends.
2639,New student,I don't know.
2641,Teacher,Make sure you're putting those in the right place.
2643,Single student,I am.
2644,Teacher,Okay. Because it looks like Los Angeles is on top of your circle. Your circle needs to be to the left of that city name.
2657,New student,Five miles an hour variable directions. //Does that need to be in any direction?
2658,New student,"//What one are we on, Los Angeles?"
2661,Teacher,Yes. And that's the one where I told you to just put the arrow anywhere.
2667,New student,"I can't find it, Mitch."
2670,New student,How do you do a variable wind?
2674,New student,"Okay. My parents were in Las Vegas, you know, September 11."
2676,New student,It's there.
2677,Teacher,They were? 
2678,New student,Yeah.
2679,Teacher,Ooh.
2680,New student,"Yeah. You see, they made a really wise decision. You see, originally my dad didn't want to."
2684,New student,"It's the speed, the variable speed."
2687,New student,It's what she said.
2691,New student,And then you put a V on it.
2696,New student,"That's for the five miles per hour, I think."
2700,Teacher,They did drive? I wouldn't have gotten on an airplane.
2702,Single student,They had to drive- they couldn't get- like-
2704,Teacher,Oh. //Yeah.
2705,Single student,//It was either drive or spend 200 dollars a night //to stay at the hotel.
2707,New student,"//I'm sorry, Jeff."
2708,Teacher,Were they even flying planes at that point?
2709,New student,Yeah.
2710,Teacher,When they were coming //back they were?
2711,New student,"//Oh. No. No, they weren't."
2713,Teacher,We weren't having any planes in the air at that point. Wow.
2715,Single student,So they had to drive back and-
2717,Teacher,"It would be a nice drive, unless you're in a hurry."
2720,Single student,"They- they tried to do that. See, they put-"
2723,New student,What's today? The 28th?
2724,New student,"But, I mean, they didn't have that thing- I mean they weren't back- they //initially were supposed to be gone one week. "
2729,Single student,But they weren't back home (inaudible).
2731,Teacher,Oh. Yeah.
2732,Single student,(inaudible) if they didn't have that car.
2734,Teacher,Yeah.
2735,Single student,Because there was so many people //who were just diving to get in a car.
2736,Single student,//Your name's right there.
2738,Teacher,"Oh, I'm sure. Yeah. Supply and demand."
2740,Single student,"They just, like-"
2742,New student,"I drew variable direction. Like, what do you put for variable direction?"
2745,Teacher,Variable direction? I think I answered that a few minutes ago.
2748,New student,I thought you answered variable speed.
2749,Teacher,"What did I say about variable direction, Wes?"
2752,New student,Pardon?
2753,Teacher,What did I say when the direction is variable?
2755,Single student,It can go any- you can just point the arrow in whatever way you want it to.
2759,Teacher,Just put a line on there somewhere to attach your five miles per hour. 
2766,Teacher,There you go. There you go.
2773,New student,Do we have to use different colors?
2775,Teacher,"No. Uh-uh. No. Not on the station model. The whole thing can be the same color. When you shade, if you want to use color, you can use color. "
2783,Teacher,Okay. It's just like shading when you did the station model worksheet.
2787,Teacher,How are you doing over here? 
2788,New student,Good.
2789,Teacher,You get it?
2790,New student,Yeah.
2791,Teacher,Good. 
2793,Teacher,"How many you got done, Mitch?"
2794,New student,"This thing is too big, but-"
2796,Teacher,How many station models?
2797,New student,"One, two, three, //four, five, six, seven."
2798,New student,//Seven.
2800,New student,Eight.
2801,Teacher,"Eight? One, two, three, four, five, six, seven, eight. Okay. "
2807,Teacher,Yes? Who's calling me? What?
2809,New student,"Since Cape Hatteras is out in the ocean, where are we supposed to put it?"
2811,Teacher,It isn't in the ocean.
2813,New student,There's no dot.
2814,Teacher,It is right- it's a cape so I'm assuming it's like right here. We'll just make it right there. There's the city. Now go with it. 
2824,Teacher,It's not in the ocean.
2826,New student,That's how they showed it on the map. 
2829,Teacher,"Actually, I should show you the picture of the lighthouse that's there. "
2832,Teacher,I'll pull that stuff out for tomorrow because it's kind of interesting.
2847,New student,Where is Cape Hatteras?
2849,New student,It's out in the ocean.
2850,New student,I know but-
2851,New student,It's in the middle of the ocean.
2854,New student,It's the little dot. It's right there.
2857,Teacher,"It's not in your book map. Oh. Yes, it is in your book map. It's not on the plastic map. It's right here."
2861,New student,I know.
2862,Teacher,It's- 
2863,Single student,"I know, but it's-"
2864,Teacher,You know? Why are you asking //me?
2865,Single student,"//Well, it's like ""where do I put it?"""
2866,Teacher,Okay.
2867,Single student,I know because I had to go there.
2868,Teacher,It- it should be like right here somewhere. Anywhere that it looks like it might- right in that little cove area there. 
2876,Single student,There it is.
2877,Teacher,"There- okay. I'll- to put it to you this way, there's a lighthouse on Cape Hatteras so it can't be back in that cove area, right? "
2885,Teacher,It's got to be the most sticking out point of North Carolina. How's that?
2891,New student,That's good.
2892,Teacher,"Okay. But they had to move the lighthouse because the most sticking out point of North Carolina got washed away, and they thought //that they-"
2900,New student,//So the original Cape Hatteras is in the ocean.
2905,New student,"So wait, a continent got washed out to sea?"
2907,Teacher,"Okay, Dorothy. You got me there. "
2909,Single student,I'm confused.
2910,Teacher,I can't- no. They actually rolled it back. It's very interesting.
2913,Single student,//What?
2914,Teacher,"//I'll find the stuff. You keep working, I'll find the picture. "
2916,Single student,That confuses me.
2917,Teacher,You just keep working. Just- 
2918,New student,It's right here. That little part-
2920,Teacher,It's that little part sticking out right there. 
2924,Teacher,"Yeah, everything filled in. You're gonna have to wait for your group mates to figure out their stuff so //that you can move on to it, but-"
2929,Single student,//So Rhode Island is floating up the sea?
2931,New student,No. Rhode Island //is not an island- 
2933,Teacher,"//Look at- look at where your cloudiness is; look at where your precipitation is and you can go ahead and shade that, "
2941,Teacher,and then they're all gonna want to look at yours when they get done so they can copy it.
2944,New student,Rhode Island is not an island.
2947,Teacher,"Rhode Island is not an island, nope. They probably thought it was when they named it."
2962,New student,Where is it anyways?
2963,New student,Where is Rhode Island? 
2965,New student,There is Iowa. 
2972,New student,Rhode Island is-
2977,New student,(If you see) Massachusetts (you see towards) Rhode Island- 
2980,Teacher,"I'm really thinking we need an American geography class, you guys."
2984,New student,"Oh, yeah."
2985,Teacher,Yeah.
2988,New student,Stop.
2989,New student,"Oh, yeah. I see it now."
2990,New student,When did you say it's Rhode Island?
2993,New student,Let's (inaudible) Massachusetts.
2995,New student,Isn't that the tiniest state?
3003,New student,You got issues.
3019,Teacher,"Uh, is there a problem? Do I need to be babysitting?"
3022,New student,No.
3023,New student,Yeah. You need to baby-sit them.
3024,New student,Baby-sit them.
3025,Teacher,"No, I don't think that's in my job description. "
3029,Single student,Baby-sit (inaudible).
3032,Teacher,Not when the kid being babysitted is 14 years old.
3039,New student,That means it's not me because I'm not 14 years old.
3041,New student,Neither am I.
3043,New student,You baby-sit at 14?
3049,Teacher,There it is.
3050,New student,Miss Anderson?
3051,Teacher,Uh-huh?
3052,Single student,Is the higher the humidity where a high pressure is or low pressure?
3058,Teacher,Hmm. Good question. Where would the most humidity be?
3062,Teacher,"Think about- look at- well, think about a weather map. "
3070,Teacher,Where is the precipitation around the fronts? 
3078,Teacher,Precipitation is behind the front or in front of the front?
3080,Single student,It's in front of it.
3082,Teacher,"In front of the front. Okay. So if you're looking at precipitation, you're looking at humidity, too. "
3088,Teacher,So what is higher humidity gonna tell you?
3095,Single student,Precipitation.
3097,Teacher,It's gonna tell you there's precipitation so where would it be located in relationship to the front?
3102,Single student,By the precipitation.
3104,Teacher,What will be by the precipitation?
3106,Single student,The front.
3108,Teacher,The front. What front?
3112,Single student,Cold front.
3113,Teacher,Very good.
3114,New student,Where is Des Moines?
3116,Teacher,It's not Des Moines. It is Des Moines.
3119,Single student,Where is it?
3120,Teacher,It's in Iowa.
3123,New student,I read that book in art.
3125,Teacher,Hmm?
3126,Single student,I was looking through that book in art.
3127,Teacher,Were you?
3128,Single student,One of the last days.
3130,New student,Is the bell going to ring late today?
3131,Teacher,"You know what? I'm not sure. Jennifer, go ask Mrs. O'Brian if she is going to let everybody out for lunch by the bell or at nine minutes after."
3144,New student,Okay.
3145,Teacher,Okay? Okay. So far Jennifer is the only one that got all of the cities plotted.
3150,New student,I'm almost done.
3151,Two or more students,I'm almost done.
3152,New student,Two more.
3153,Teacher,Two more? You might finish if you don't talk.
3157,New student,This is a- 
3158,New student,I haven't been talking all day. 
3159,New student,Yes you have.
3160,New student,I get a lot of //energy when I-
3161,New student,//(inaudible) I hate it.
3162,Teacher,//Sit on your butt.
3163,New student,I don't like this. I get a lot of energy when I don't talk. 
3166,Teacher,You what?
3167,Single student,I don't like this. I get a lot of energy when I don't talk.
3169,Teacher,Tomorrow is gonna be even worse because you won't be allowed to talk in here either.
3172,Single student,I'll be running around the whole- the whole lunch hour.
3176,Teacher,"Mark, sit. Thank you. Work."
3179,New student,We need the map.
3185,New student,I got all the cities.
3186,Teacher,"You got all the cities done? Okay. I told Jennifer to go ahead and- ooh, Cynthia, you went ahead of your group. "
3191,Teacher,You're supposed to be making those decisions with your group together.
3194,New student,Yeah but she- she wouldn't-
3195,Teacher,"Okay. When you get to the point when you are ready to do precipitation and the fronts, decide as a group,"
3203,Teacher,so that you can explain why you think the front needs to go somewhere and then someone else can either debate with you or agree with you. 
3210,Teacher,And don't agree with the person just because they get better grades in science.
3216,Teacher,Because a lot of times when it comes to this kind of stuff they won't get it. It happens an awful lot. 
3223,Teacher,"They know the bookwork, they understand some of the concepts, but when it comes to actually applying them,"
3229,Teacher,sometimes those people that really get good grades have a real hard time with this kind of stuff. Mitch?
3233,New student,Is this homework?
3235,Teacher,No. It is not homework.
3236,New student,"Oh, good."
3238,Teacher,I'm gonna give you one more minute to work and then I'm gonna explain the rest to you. What did she say?
3242,New student,Nine after.
3243,Teacher,Nine after? I figured she was gonna be going to lunch.
3246,New student,So can we get out at the bell?
3248,Teacher,"No. You'll get out before the bell. If you want to get out at the bell, it probably won't ring until a quarter after or so. "
3255,New student,Oh. The bells are behind?
3256,Teacher,The bells are behind. Because it would actually be ringing during the middle of- if we were following that clock during the middle of fourth hour. 
3264,Teacher,It's that middle bell.
3267,Single student,I don't like the fourth- the bell for fourth hour because there's no minute bell which is why I'm always late.
3272,Teacher,You won't be today.
3273,Single student,I know.
3274,Teacher,"Because there will be teachers in the hallway making sure you make it, because you won't be talking to each other in the hallway. "
3278,Teacher,It's actually working out quite nicely.
3280,New student,"I feel like I'm in a state prison. I mean, //don't they-"
3282,Teacher,//That's how we want it to feel.
3283,Single student,About the only difference is that- is that the teachers aren't carrying 12 gauges.
3287,Teacher,"No, we won't do that, but we are definitely- it is definitely a //crackdown situation."
3293,New student,//You just keep hurting yourself.
3294,New student,"Yes, I do, and it's not fair."
3296,Teacher,Work.
3297,Single student,I keep //(inaudible)-
3298,Teacher,//Work.
3300,New student,I have a question.
3301,Teacher,Hm?
3302,New student,How did this ever start anyways?
3303,Teacher,Huh?
3304,Single student,How did that start anyways?
3305,Teacher,Last Friday's behavior.
3307,Single student,(Mine)?
3308,Teacher,No.
3311,New student,Houston's in Texas.
3312,Teacher,Who's done?
3314,Teacher,"Oh, there's that lunch bell. Stop. Freeze. You are responsible to bring the map and the instructions back to this room-"
3323,Other,Can you send Dorothy to the office?
3325,Teacher,She is on her way.
3326,Other,Thanks.
3327,Teacher,"Tomorrow if you don't have it, am I going to give you another one?"
3330,Two or more students,No.
3331,Teacher,No. Are you going to get a grade?
3333,Two or more students,No.
3334,Teacher,No. Just so long as we understand that. Have a nice lunch.
3337,New student,"You, too, Mrs. Anderson."
3339,Teacher,"Make sure everything else is on the middle of the table. Don't- thank you, Jeff."
3342,New student,Do you want your pencil back?
3343,Teacher,"Yes, I want my pencil back. Put that on and leave it on. It's not working, Victoria."
3352,New student,"See you tomorrow, Mrs. Anderson."
