time,speaker,talk
2342,Single student,"But doesn't that just become- can you just take this off then, like, like in the same way if there wasn't a square meter on here?"
2350,Teacher,"Yes, because- the whole garden is in square meters-"
2353,Single student,I must be confusing it with something else then.
2354,Teacher,Very small sections of square meters.
2355,Teacher,So you can easily subtract square meters from square meters.
2357,New student,Now I don't understand any of this anymore.
2359,Teacher,"Here I have the table, yes? There are square, well- let's just say meters. If I chop a piece off here, then this piece is also in square meters."
2369,Teacher,"Then this piece will remain, in square meters. That is the same thing you will do with the garden."
2374,Single student,"Yes, fine."
2375,Teacher,Yes?
2382,Teacher,Everything is clear for you guys?
2383,New student,(inaudible)
2385,Teacher,Okay.
2386,New student,This is how it should be done? Like this?
2389,Teacher,"Yes, perfect. Perfect, very nice."
2391,New student,"Of course not, are you crazy or something?"
2394,New student,But you were too warm weren't you?
2396,New student,"Yes, right, I will just go and sit here without my T-shirt, in my bare chest."
2403,Teacher,"Well, if the wind is gone, if the rain is gone then it can be opened again. I mean, uh..."
2408,New student,Then it'll get even colder.
2410,Teacher,Are you cold?
2411,New student,Yes. Very badly!
2412,New student,(inaudible) only wearing this really thin thing.
2421,Teacher,"Yes. You aren't going to infect your sister, are you?"
2424,New student,"No, she is, she is already sick."
2426,Teacher,"Yes? She is at home, though?"
2428,Single student,Yes.
2432,Teacher,"And have you changed her yet, or are you going to leave that to..."
2437,Single student,Because I did that by myself-
2439,Teacher,Yes?
2440,Single student,I am allowed to carry her into the church for the baptism.
2441,Teacher,"Oh, how neat. Oh, you don't like that?"
2444,Single student,"Well, I do think it is kind of neat and all-"
2445,New student,Yes!
2447,New student,Wow!
2452,New student,"Well, wonderful..."
2453,New student,"Really, uh, great. No, I think it is kind of neat."
2456,Teacher,Yes.
2457,New student,Do you have the answer booklets?
2458,Teacher,Yes.
2466,New student,Shirley isn't here and uh...
2467,Teacher,Sixty.
2470,New student,A B.
2471,Teacher,"No, she was sitting on Shirley's seat and that's confusing me again. I thought I finally knew all the names. Okay, thank you."
2481,Teacher,And who normally sits next to?
2484,New student,Sander.
2485,Teacher,"Oh, yes."
2486,New student,Four times the square root of 20 is eh-
2488,Teacher,"De Boer? Thank you. Easy? They were, weren't they?"
2495,Teacher,"One, two, three, four, five, six, seven... eight, nine, 10- 20. One, two, three, four, 25, 26, 27-"
2501,Teacher,"No? Yes though, it's 28, 29, it is correct."
2504,Teacher,Are you going to proceed with the work?
2509,Teacher,"Can it be a little more quiet, uh, Jeffrey? And Maarten?"
2513,New student,"We just have to calculate this one, so we have to take half."
2518,New student,And then?
2520,New student,"Well, then-"
2521,Teacher,Will you indicate how you got the numbers?
2522,New student,"Oh, yes, I will-"
2523,Teacher,"Yes? Because once again with the test I had a lot of- actually, I haven't seen yours yet, but from the other classes-"
2528,Teacher,I had to mark a lot incorrect because they only had put answers down.
2554,Teacher,Very well. My handkerchief will go into the laundry tonight. I'll need it again in a minute.
2561,New student,Sixty-four. And then this you have to add together-
2565,Teacher,No.
2566,New student,Which makes 89.
2567,Teacher,"No, they have been here on Tuesday and now."
2571,New student,What class was that then?
2573,Teacher,On Tuesday it was A 2 C.
2576,Single student,With Dennis.
2577,Teacher,Yes.
2585,New student,Teacher?
2586,Teacher,Yes?
2587,Single student,Can you check exercise three for a moment?
2589,Teacher,Of course.
2590,Single student,Because if I have that one correct then-
2591,Teacher,"Then you understand it, you mean."
2592,Single student,"Yes, because I am not sure if I understand it."
2593,Teacher,Yes. Except you have already used the new method which is explained to you in the next paragraph.
2598,Teacher,"But if you understand it, then it doesn't matter at all."
2599,Single student,"No, I took the old method, I think. Oh, no! That is the new one."
2602,Teacher,"Yes, that one won't be explained until the next paragraph."
2604,Single student,"Oh, so according to the book, I am actually working ahead."
2607,Teacher,"Yes, but that doesn't matter because the answer should be the same. All right?"
2610,New student,"Here it says: how big is the (inaudible) and here I've got five, but do you just have to (inaudible)?"
2617,Teacher,"Yes, that is correct. Because the surface area of the square is five."
2619,Single student,Yes.
2620,Teacher,"So the side, that is just one side-"
2622,Single student,Yes.
2623,Teacher,Is the root of this.
2624,Single student,"Oh, yes."
2625,Teacher,Yes? That is what we saw several times yesterday.
2627,New student,(inaudible)
2629,Teacher,Sorry?
2630,Single student,This square over here has four points-
2632,Teacher,You may draw it-
2633,Single student,(inaudible) draw it?
2634,Teacher,"No, you're not obliged to, no, you're not obliged. But if it clarifies things for yourself, then you may, of course."
2638,Teacher,But you don't have to.
2642,New student,I got it right.
2643,Teacher,"Yes, very good."
2646,Teacher,You can check it this way.
2648,New student,(inaudible)
2653,Teacher,"It should, I believe. But what, why?"
2655,Single student,How does one calculate this?
2657,Teacher,Surface area is square A E F G. How does A E F G go?
2662,Teacher,"Okay, well, what is the surface area of that?"
2666,Teacher,"How much is, what, what is the surface area again of one of these angles?"
2668,New student,Twenty.
2670,Teacher,"No, the surface area."
2671,Single student,Five.
2672,Teacher,Five. And how many of those little squares do I have in here?
2675,Single student,Four.
2676,Teacher,"Yes, so?"
2677,Single student,Twenty?
2678,Teacher,Twenty.
2679,Single student,"Yes, but I thought (inaudible)."
2681,Teacher,"Yes, that is correct. Because they are determining how you can write things in a different way."
2685,Single student,Okay.
2686,Teacher,What I explained yesterday on how you can write out those roots in different ways. Yes?
2690,Single student,"Yes, okay."
2692,New student,Heinjan and I are going to BEVO shortly.
2694,Teacher,"Yes, fine."
2695,Single student,We have a test to take.
2696,Teacher,Yup.
2698,Teacher,Yes?
2703,New student,"Hey, hey, Ravi you still have to, uh, take the test as well."
2705,New student,May I come along with you?
2709,New student,Then you have to come right now.
2720,New student,"Never mind, I'll go, I also have to go to BEVO."
2723,Teacher,"Well, then why don't you go instead? That makes a lot more sense, doesn't it?"
2734,Teacher,Ladies? Ladies?
2740,Teacher,"Well, go ahead then."
2747,Single student,Where is (inaudible)?
2748,Teacher,Just to the restroom.
2749,New student,In the rectangle one diagonal.
2761,New student,It is explained over here?
2763,Teacher,"Well, that is explained with the surfaces-"
2765,Single student,Yes.
2766,Teacher,How that works.
2767,Single student,"Oh, that is right here-"
2768,Teacher,So you can go right ahead- and now you just have to calculate this again. Yes.
2770,Single student,"Oh, with the surface area?"
2771,Teacher,"Yes, because as far as the (inaudible) diagram is concerned that doesn't get explained till over here in exercise seven."
2775,Teacher,That's why you don't have to do that one.
2776,Teacher,And then over here it is explained again and then you can continue on working.
2780,New student,"Plus five is 17- no,"
2783,New student,It is 14.
2796,Teacher,"Myrte? It was, uh, chapter one, wasn't it?"
2798,New student,Yes.
2799,New student,"Sorry, that one is wrong."
2803,Single student,This is also wrong.
2805,New student,No it's not.
2806,New student,Yes it is.
2810,New student,Don't make me cry.
2812,Teacher,Is it that bad?
2838,New student,Check your answer by measuring this in your diagram.
2847,New student,The numbers on your triangle have completely faded.
2863,Teacher,Yes?
2864,Single student,(inaudible) do wrong?
2865,Teacher,Excuse me?
2866,Single student,I don't see why this is wrong here.
2869,Teacher,What is done wrong here?
2870,Single student,Look it (inaudible) is wrong but how are you supposed to know?
2876,Teacher,What does that triangle look like? What kind of triangle is this? Why don't you make a diagram of that triangle.
2881,Single student,One like that.
2883,Teacher,"Yes, but with the sides and all, so do it with the correct- oh, you have it already. Oh, no, that is not it."
2888,Teacher,Although? Yes that's the one though. What does it say? Angle K is 90 degrees. Correct. K L is 15.
2895,Teacher,That is also correct. And then it says: L M is 25. And where did you put it? Yes?
2901,Single student,"Oh, here-"
2902,Teacher,You see? And that is what has gone wrong here too. Do you see that?
2906,Teacher,Because first you had to take a right-angled side and then another right-angled side.
2911,Teacher,That is why it is so important that you really make the right diagram with the letters in the correct place. So that you know exactly what belongs with what.
2919,Teacher,Yes?
2924,Teacher,"Ladies and gentlemen, it is almost time, so you can start to pack."
2929,Teacher,Yes?
2932,New student,"Is it- if you, uh, write it down like this because you have to measure the other right-angled side-"
2940,Teacher,Yes?
2941,Single student,"Then is this, uh, correct then, because, uh-"
2943,Teacher,The calculation is correct but you still have to answer it.
2946,Teacher,"Because now we have to search, no, you don't have to explain anything."
2950,Teacher,"Because now I have to search for your answer. Like do I need 41 or do I need 40, or do I need nine?"
2955,Single student,Yes?
2956,Teacher,"I need to know what you calculated. Then you can just say the other side is- well, what did you calculate? Forty."
2961,Single student,Yup.
2962,Teacher,Yes? So you still have to give an answer because otherwise I will have to search in such a diagram.
2965,Single student,Yup.
2966,Teacher,And you know that I will always find the wrong one.
